case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
1557,2022,District Court - South,Cyber Offence,22900,45
1558,2022,District Court - South,Assault,6000,13
1559,2022,District Court - West,Domestic Dispute,17100,16
1560,2022,District Court - North,Domestic Dispute,13200,41
1561,2022,District Court - West,NDPS,12900,41
1562,2022,District Court - East,Assault,21600,3
1563,2022,District Court - South,NDPS,12400,4
1564,2022,District Court - West,Domestic Dispute,16100,41
1565,2022,District Court - North,Cyber Offence,13700,35
1566,2022,District Court - West,Domestic Dispute,11800,19
1567,2022,District Court - Central,Cyber Offence,10500,30
1568,2022,District Court - West,Domestic Dispute,4700,8
1569,2022,District Court - North,Public Nuisance,5300,2
1570,2022,District Court - South,Assault,35900,26
1571,2022,District Court - West,Public Nuisance,31000,29
1572,2022,District Court - West,Cyber Offence,13200,42
1573,2022,District Court - East,Public Nuisance,15500,13
1574,2022,District Court - Central,NDPS,4700,5
1575,2022,District Court - South,Cyber Offence,51400,9
1576,2022,District Court - Central,Assault,5600,18
1577,2022,District Court - Central,Theft,23400,28
1578,2022,District Court - East,Cyber Offence,33700,25
1579,2022,District Court - East,Theft,7300,42
1580,2022,District Court - South,Assault,25300,12
1581,2022,District Court - South,Domestic Dispute,20500,44
1582,2022,District Court - North,Cyber Offence,19800,20
1583,2022,District Court - West,Cyber Offence,19200,28
1584,2022,District Court - North,Cheating,9700,13
1585,2022,District Court - West,Theft,12700,29
1586,2022,District Court - East,Assault,26100,25
1587,2022,District Court - West,Cyber Offence,17500,9
1588,2022,District Court - North,Cheating,18100,19
1589,2022,District Court - Central,NDPS,11400,24
1590,2022,District Court - West,Domestic Dispute,21000,5
1591,2022,District Court - East,Public Nuisance,8800,4
1592,2022,District Court - West,Cheating,8000,16
1593,2022,District Court - South,Cheating,13900,12
1594,2022,District Court - East,Assault,10000,33
1595,2022,District Court - West,Theft,8900,4
1596,2022,District Court - East,Domestic Dispute,37500,40
1597,2022,District Court - South,Cheating,29800,42
1598,2022,District Court - Central,Assault,13300,35
1599,2022,District Court - West,Public Nuisance,28700,31
1600,2022,District Court - North,Assault,31700,19
1601,2022,District Court - East,Cyber Offence,5400,29
1602,2022,District Court - West,Domestic Dispute,12900,35
1603,2022,District Court - West,Cheating,25100,39
1604,2022,District Court - South,Public Nuisance,48700,5
1605,2022,District Court - East,NDPS,7300,9
1606,2022,District Court - West,NDPS,7500,36
1607,2022,District Court - Central,Domestic Dispute,25500,22
1608,2022,District Court - North,Domestic Dispute,17200,40
1609,2022,District Court - East,Cyber Offence,24500,34
1610,2022,District Court - Central,Assault,17300,11
1611,2022,District Court - North,Public Nuisance,21300,29
1612,2022,District Court - West,Domestic Dispute,59600,30
1613,2022,District Court - South,Theft,23100,11
1614,2022,District Court - East,Assault,15100,22
1615,2022,District Court - West,Assault,18800,37
1616,2022,District Court - Central,Public Nuisance,14500,39
1617,2022,District Court - North,Theft,6600,4
1618,2022,District Court - North,Cyber Offence,7000,23
1619,2022,District Court - Central,Public Nuisance,2700,4
1620,2022,District Court - Central,Public Nuisance,38900,26
1621,2022,District Court - East,NDPS,10500,12
1622,2022,District Court - Central,Assault,21300,15
1623,2022,District Court - Central,Public Nuisance,6400,19
1624,2022,District Court - North,Public Nuisance,25700,9
1625,2022,District Court - South,NDPS,12100,18
1626,2022,District Court - Central,Theft,21700,18
1627,2022,District Court - South,Domestic Dispute,6500,27
1628,2022,District Court - South,Public Nuisance,16700,45
1629,2022,District Court - East,Assault,46000,12
1630,2022,District Court - Central,Public Nuisance,15000,16
1631,2022,District Court - North,Cyber Offence,14700,1
1632,2022,District Court - West,Cyber Offence,30800,39
1633,2022,District Court - Central,Cyber Offence,17600,22
1634,2022,District Court - North,Domestic Dispute,21600,21
1635,2022,District Court - South,Assault,34900,40
1636,2022,District Court - West,Cyber Offence,21500,7
1637,2022,District Court - South,NDPS,5700,29
1638,2022,District Court - East,Cheating,8600,1
1639,2022,District Court - East,Cheating,17000,45
1640,2022,District Court - South,Theft,17000,23
1641,2022,District Court - South,Assault,19200,42
1642,2022,District Court - West,Domestic Dispute,13600,45
1643,2022,District Court - East,Public Nuisance,10300,10
1644,2022,District Court - Central,Domestic Dispute,28300,3
1645,2022,District Court - West,Domestic Dispute,12500,20
1646,2022,District Court - Central,Assault,65100,18
1647,2022,District Court - North,Public Nuisance,29600,33
1648,2022,District Court - West,NDPS,59700,45
1649,2022,District Court - West,Assault,9100,40
1650,2022,District Court - South,NDPS,12900,8
1651,2022,District Court - West,Assault,8700,25
1652,2022,District Court - West,Theft,39800,26
1653,2022,District Court - Central,Theft,20800,27
1654,2022,District Court - East,Public Nuisance,25500,12
1655,2022,District Court - North,Public Nuisance,56800,25
1656,2022,District Court - South,Cheating,10900,2
1657,2022,District Court - North,Cheating,10200,19
1658,2022,District Court - North,Domestic Dispute,19300,34
1659,2022,District Court - South,NDPS,32800,1
1660,2022,District Court - North,Cyber Offence,31600,17
1661,2022,District Court - Central,Cheating,11500,19
1662,2022,District Court - South,Cheating,5800,42
1663,2022,District Court - Central,Theft,4000,25
1664,2022,District Court - North,Assault,11200,26
1665,2022,District Court - North,Domestic Dispute,30300,22
1666,2022,District Court - Central,Theft,9200,25
1667,2022,District Court - Central,Cyber Offence,8500,18
1668,2022,District Court - East,Public Nuisance,5700,13
1669,2022,District Court - South,Theft,16500,22
1670,2022,District Court - North,Cheating,11100,3
1671,2022,District Court - North,Domestic Dispute,10900,28
1672,2022,District Court - North,Public Nuisance,8800,20
1673,2022,District Court - West,NDPS,17900,29
1674,2022,District Court - South,Assault,3300,37
1675,2022,District Court - South,Cheating,23100,42
1676,2022,District Court - Central,Theft,3800,33
1677,2022,District Court - North,Public Nuisance,29500,17
1678,2022,District Court - Central,Public Nuisance,19000,27
1679,2022,District Court - West,Public Nuisance,31900,12
1680,2022,District Court - South,Cheating,9600,9
1681,2022,District Court - South,Public Nuisance,7900,10
1682,2022,District Court - West,Cyber Offence,34600,6
1683,2022,District Court - Central,Public Nuisance,75600,19
1684,2022,District Court - East,NDPS,10900,4
1685,2022,District Court - East,Cyber Offence,11600,43
1686,2022,District Court - West,Cheating,13500,18
1687,2022,District Court - West,Theft,5400,32
1688,2022,District Court - South,Cyber Offence,11900,42
1689,2022,District Court - West,Domestic Dispute,19100,45
1690,2022,District Court - South,Public Nuisance,18600,24
1691,2022,District Court - Central,NDPS,7900,18
1692,2022,District Court - West,Cheating,20300,31
1693,2022,District Court - North,Domestic Dispute,7300,14
1694,2022,District Court - South,Cheating,9500,23
1695,2022,District Court - North,Cyber Offence,13600,33
1696,2022,District Court - West,Domestic Dispute,4900,39
1697,2022,District Court - North,Domestic Dispute,42500,29
1698,2022,District Court - West,Cheating,20100,12
1699,2022,District Court - South,Cheating,22700,27
1700,2022,District Court - West,Public Nuisance,62700,43
1701,2022,District Court - East,NDPS,6700,41
1702,2022,District Court - Central,Public Nuisance,11400,38
1703,2022,District Court - West,Cyber Offence,10400,3
1704,2022,District Court - West,Public Nuisance,14400,35
1705,2022,District Court - West,Cyber Offence,15900,30
1706,2022,District Court - Central,Theft,20600,40
1707,2022,District Court - South,Cyber Offence,16200,18
1708,2022,District Court - Central,Public Nuisance,15800,32
1709,2022,District Court - West,NDPS,24100,22
1710,2022,District Court - South,Cyber Offence,5300,22
1711,2022,District Court - West,Cheating,6000,3
1712,2022,District Court - South,Theft,50300,38
1713,2022,District Court - Central,Domestic Dispute,17400,15
1714,2022,District Court - North,Theft,11500,41
1715,2022,District Court - North,Cyber Offence,3200,26
1716,2022,District Court - Central,Assault,23900,5
1717,2022,District Court - East,Assault,47100,34
1718,2022,District Court - West,NDPS,19600,7
1719,2022,District Court - East,Assault,29400,34
1720,2022,District Court - South,Theft,18600,33
1721,2022,District Court - East,Cyber Offence,9200,6
1722,2022,District Court - East,Cheating,27300,41
1723,2022,District Court - Central,Cyber Offence,9700,41
1724,2022,District Court - Central,NDPS,27000,4
1725,2022,District Court - East,Assault,23500,28
1726,2022,District Court - East,Cyber Offence,5300,31
1727,2022,District Court - North,Public Nuisance,23100,11
1728,2022,District Court - West,Domestic Dispute,12900,6
1729,2022,District Court - East,NDPS,12200,8
1730,2022,District Court - North,Cyber Offence,12900,38
1731,2022,District Court - West,Cyber Offence,10400,8
1732,2022,District Court - Central,Public Nuisance,30600,22
1733,2022,District Court - West,Theft,4100,35
1734,2022,District Court - Central,Assault,20800,8
1735,2022,District Court - South,Cheating,6700,14
1736,2022,District Court - East,Public Nuisance,12500,27
1737,2022,District Court - Central,Assault,6300,29
1738,2022,District Court - Central,Theft,27200,5
1739,2022,District Court - East,Domestic Dispute,61500,22
1740,2022,District Court - North,Cyber Offence,15800,16
1741,2022,District Court - East,Theft,8500,31
1742,2022,District Court - North,Public Nuisance,7800,6
1743,2022,District Court - Central,Assault,10200,34
1744,2022,District Court - North,NDPS,24900,20
1745,2022,District Court - South,Domestic Dispute,6900,32
1746,2022,District Court - North,Cyber Offence,42300,33
1747,2022,District Court - Central,Theft,13100,2
1748,2022,District Court - South,Public Nuisance,17300,25
1749,2022,District Court - North,Cheating,29900,16
1750,2022,District Court - Central,Domestic Dispute,35100,38
1751,2022,District Court - East,Domestic Dispute,22100,28
1752,2022,District Court - West,Assault,11800,6
1753,2022,District Court - East,NDPS,21600,32
1754,2022,District Court - South,Theft,9500,20
1755,2022,District Court - South,NDPS,11600,30
1756,2022,District Court - West,Assault,22400,40
1757,2022,District Court - Central,NDPS,7600,14
1758,2022,District Court - South,NDPS,38400,19
1759,2022,District Court - North,Domestic Dispute,8600,8
1760,2022,District Court - Central,Public Nuisance,21700,16
1761,2022,District Court - North,NDPS,26100,45
1762,2022,District Court - Central,Cheating,28100,3
1763,2022,District Court - South,Cheating,9100,16
1764,2022,District Court - North,Cyber Offence,8800,17
1765,2022,District Court - West,Domestic Dispute,5700,39
1766,2022,District Court - West,Theft,3100,17
1767,2022,District Court - North,Cyber Offence,13000,11
1768,2022,District Court - Central,Domestic Dispute,13800,4
1769,2022,District Court - East,Public Nuisance,14200,26
1770,2022,District Court - East,Assault,21300,30
1771,2022,District Court - South,Domestic Dispute,21500,9
1772,2022,District Court - East,Cheating,18600,43
1773,2022,District Court - South,Public Nuisance,8400,27
1774,2022,District Court - Central,Theft,18800,1
1775,2022,District Court - North,Theft,20400,41
1776,2022,District Court - South,Domestic Dispute,22100,27
1777,2022,District Court - North,NDPS,19000,30
1778,2022,District Court - East,Cheating,32600,1
1779,2022,District Court - West,Public Nuisance,40700,7
1780,2022,District Court - North,Cheating,6100,6
1781,2022,District Court - West,Assault,7000,22
1782,2022,District Court - South,Cheating,13500,13
1783,2022,District Court - South,Theft,5300,20
1784,2023,District Court - North,Public Nuisance,24900,8
1785,2023,District Court - Central,Public Nuisance,57800,23
1786,2023,District Court - East,Assault,6000,45
1787,2023,District Court - West,Cyber Offence,20400,15
1788,2023,District Court - East,Public Nuisance,14300,43
1789,2023,District Court - Central,Public Nuisance,3200,42
1790,2023,District Court - West,Cyber Offence,44900,42
1791,2023,District Court - West,Assault,7000,38
1792,2023,District Court - South,Cheating,18800,3
1793,2023,District Court - East,Cyber Offence,21200,39
1794,2023,District Court - Central,Theft,10700,27
1795,2023,District Court - South,Public Nuisance,21400,4
1796,2023,District Court - West,Theft,50100,31
1797,2023,District Court - South,NDPS,5900,28
1798,2023,District Court - North,Theft,28000,30
1799,2023,District Court - West,Cheating,30200,41
1800,2023,District Court - South,Cyber Offence,8900,20
1801,2023,District Court - West,Cheating,21300,37
1802,2023,District Court - West,Public Nuisance,8700,42
1803,2023,District Court - South,Public Nuisance,17400,25
1804,2023,District Court - North,Assault,24000,21
1805,2023,District Court - East,Cheating,4600,9
1806,2023,District Court - East,Assault,9200,26
1807,2023,District Court - Central,Cheating,43700,2
1808,2023,District Court - Central,Cyber Offence,12300,30
1809,2023,District Court - East,Domestic Dispute,28100,41
1810,2023,District Court - East,Theft,26700,4
1811,2023,District Court - South,Cyber Offence,10100,34
1812,2023,District Court - South,Assault,18100,7
1813,2023,District Court - South,Theft,10200,4
1814,2023,District Court - Central,Theft,15800,6
1815,2023,District Court - North,Theft,20700,41
1816,2023,District Court - Central,Assault,14300,27
1817,2023,District Court - Central,Cyber Offence,6000,27
1818,2023,District Court - North,Theft,19400,22
